,title,budget,id,original_language,popularity,revenue,vote_average,vote_count,nsfw_score
895,Sunset Boulevard,1752000,599,en,11.709777,5000000.0,8.2,533.0,0.0084571428597
896,Citizen Kane,839727,15,en,15.811921,23217674.0,8.0,1244.0,0.0848401933908
897,2001: A Space Odyssey,10500000,62,en,22.494622,68700000.0,7.9,3075.0,0.00138305418659
899,All About Eve,1400000,705,en,12.06308,63463.0,8.0,367.0,0.00505774235353
900,The Women,1688000,22490,en,5.076649,2270000.0,6.4,26.0,0.00375685188919
901,Rebecca,1288000,223,en,8.590813,6000000.0,7.7,346.0,0.000954358838499
903,Notorious,2000000,303,en,10.135111,24464742.0,7.8,345.0,0.00544985150918
904,Spellbound,1500000,4174,en,5.47596,7000000.0,7.3,166.0,0.0594014674425
906,To Catch a Thief,2500000,381,en,5.490505,8750000.0,7.1,299.0,0.154434144497
909,Ninotchka,1365000,1859,en,5.120036,2279000.0,7.3,77.0,0.0212561804801
913,The Adventures of Robin Hood,2033000,10907,en,10.685036,3981000.0,7.6,170.0,0.00614507496357
915,Laura,1020000,1939,en,9.884516,2000000.0,7.6,173.0,0.113300122321
918,Top Hat,609000,3080,en,7.122093,3202000.0,7.4,62.0,0.0410263687372
921,Giant,5400000,1712,en,10.864284,35000000.0,7.5,169.0,0.0021058304701
922,East of Eden,1,220,en,6.42883,5.0,7.5,163.0,0.000196457462152
923,The Thin Man,226408,3529,en,10.573867,1423000.0,7.4,97.0,0.0834684967995
925,Around the World in Eighty Days,6000000,2897,en,6.164226,42000000.0,6.5,85.0,0.000462485651951
926,It's a Wonderful Life,3180000,1585,en,15.031588,9644124.0,8.0,1103.0,0.0224981885403
927,Mr. Smith Goes to Washington,1500000,3083,en,8.168694,9600000.0,7.9,245.0,0.00177761982195
941,Night of the Living Dead,114000,10331,en,14.384198,30000000.0,7.5,591.0,0.04426773265
942,The African Queen,1300000,488,en,6.636872,10750000.0,7.4,232.0,0.172693476081
944,Cat on a Hot Tin Roof,3000000,261,en,11.794846,17570324.0,7.6,168.0,0.293352425098
949,A Farewell to Arms,4,22649,en,1.914697,25.0,6.2,29.0,0.00146382849198
962,Maximum Risk,25000000,10861,en,7.370163,51702483.0,5.3,104.0,0.0139088137075
963,Michael Collins,28000000,1770,en,6.728199,16900000.0,6.8,98.0,0.0108908610418
967,Last Man Standing,67000000,9333,en,11.845918,47267001.0,6.2,263.0,0.00245015695691
969,Set It Off,9000000,9400,en,6.85606,41590886.0,6.9,66.0,0.000291697186185
971,Curdled,2300000,12241,en,2.781581,49620.0,6.2,29.0,0.409590274096
974,Extreme Measures,38000000,11306,en,4.990506,17380126.0,5.7,80.0,5.75892336201e-05
977,The Chamber,50000000,6346,en,3.998494,22540359.0,5.9,62.0,0.000951471738517
990,"20,000 Leagues Under the Sea",5000000,173,en,8.722406,28200000.0,6.9,160.0,0.00829403847456
991,Cool Runnings,14000000,864,en,8.30721,154864401.0,6.8,510.0,0.00137641921174
993,Cinderella,2900000,11224,en,14.436858,263591415.0,6.8,1760.0,0.0211027208716
996,The Sword in the Stone,3000000,9078,en,10.636458,22182353.0,6.9,935.0,0.0107368137687
998,Robin Hood: Prince of Thieves,48000000,8367,en,10.639244,390493908.0,6.6,937.0,0.00326842954382
999,Mary Poppins,6000000,433,en,15.11549,102272727.0,7.4,1217.0,0.00580490147695
1000,Dumbo,812000,11360,en,14.655879,1600000.0,6.8,1206.0,0.0737623423338
1002,Bedknobs and Broomsticks,20000000,12335,en,10.362012,17900000.0,6.8,260.0,0.00105501303915
1003,Alice in Wonderland,3000000,12092,en,16.488937,572000000.0,7.0,1557.0,0.00882914289832
1004,The Fox and the Hound,12000000,10948,en,10.197106,29800000.0,7.0,884.0,0.244951590896
1006,The Sound of Music,8200000,15121,en,9.06773,286214286.0,7.4,966.0,0.00162349094171
1007,Die Hard,28000000,562,en,16.640522,140767956.0,7.5,4005.0,0.0554023645818
1008,The Lawnmower Man,10000000,10163,en,6.685948,32101000.0,5.4,198.0,0.000481678143842
1012,Secrets & Lies,4500000,11159,en,11.223572,13417292.0,7.1,127.0,0.00929905101657
1015,Surviving Picasso,16000000,41843,en,2.167132,1985001.0,5.3,21.0,0.00459733232856
1018,The Long Kiss Goodnight,65000000,11412,en,14.482345,89456761.0,6.4,323.0,0.0117784095928
1019,The Ghost and the Darkness,50000000,10586,en,10.789928,75000000.0,6.4,238.0,0.138864189386
1024,Get on the Bus,2400000,49471,en,5.230661,5731103.0,7.0,11.0,0.000114764930913
1025,Shadow Conspiracy,45000000,38153,en,3.733574,2154540.0,4.0,12.0,0.000876364472788
1026,Jude,7000000,25147,en,3.379677,405000.0,6.6,38.0,0.00104726734571
1029,Romeo + Juliet,14500000,454,en,11.774061,147298761.0,6.7,1406.0,0.0474306754768
1030,Swingers,200000,10218,en,6.578025,4505922.0,6.8,255.0,0.00880013033748
1031,Sleepers,44000000,819,en,9.198283,165615285.0,7.3,729.0,0.000772418919951
1042,Willy Wonka & the Chocolate Factory,3000000,252,en,12.416635,4000000.0,7.4,826.0,0.0156272985041
1045,Sleeper,2000000,11561,en,6.048904,18344729.0,7.0,206.0,0.00419322447851
1046,Bananas,2000000,11302,en,4.331819,11833696.0,6.7,167.0,0.00592507328838
1047,A Fish Called Wanda,7500000,623,en,11.400353,62493712.0,7.1,576.0,0.118861138821
1048,Life of Brian,4000000,583,en,10.714173,20045115.0,7.7,1230.0,0.00324717024341
1051,The Great Race,12000000,11575,en,4.473327,25333333.0,7.2,64.0,0.0157420523465
1052,Bonnie and Clyde,2500000,475,en,12.109198,50700000.0,7.6,384.0,0.00358761125244
1054,Dial M for Murder,1400000,521,en,7.853231,3000000.0,7.9,539.0,0.00371732818894
1056,Dirty Dancing,6000000,88,en,14.044122,213954274.0,7.1,1371.0,0.0199954733253
1057,Reservoir Dogs,1200000,500,en,12.22034,14661007.0,8.1,3821.0,0.0288983099163
1058,Platoon,6000000,792,en,18.206972,138530565.0,7.5,1236.0,0.103640273213
1059,Weekend at Bernie's,6500000,8491,en,8.051891,30218387.0,6.4,255.0,0.000352245609974
1060,Basic Instinct,49000000,402,en,16.628427,352927224.0,6.5,869.0,0.170814990997
1061,The Doors,38000000,10537,en,7.829619,34416893.0,6.7,285.0,0.0225187279284
1062,The Crying Game,3705538,11386,en,7.404329,62548947.0,6.9,180.0,0.0055732880719
1063,Glengarry Glen Ross,12500000,9504,en,6.792215,10725228.0,7.5,330.0,0.00782332476228
1064,Sophie's Choice,12000000,15764,en,15.417202,30036000.0,7.4,149.0,0.851506412029
1065,E.T. the Extra-Terrestrial,10500000,601,en,19.358546,792965326.0,7.3,3359.0,0.00309381610714
1068,Days of Thunder,60000000,2119,en,7.046753,157920733.0,5.9,359.0,0.00253881583922
1069,Top Gun,15000000,744,en,20.301019,356830601.0,6.7,1736.0,0.000968361564446
1072,A Streetcar Named Desire,1800000,702,en,7.301719,8000000.0,7.6,291.0,0.0841236487031
1080,The Funeral,12500000,21612,en,2.772039,1227324.0,7.3,31.0,0.00390125112608
1086,The People vs. Larry Flynt,36000000,1630,en,9.178371,20300385.0,6.8,257.0,0.944704890251
1090,The Return of the Pink Panther,5000000,11843,en,6.501177,41833347.0,6.7,138.0,0.0181681010872
1091,Drop Dead Fred,6788000,10379,en,7.88101,13878334.0,5.9,107.0,0.00310979923233
1092,The Abyss,70000000,2756,en,9.809585,90000098.0,7.1,822.0,0.00444789417088
1093,The Fog,1000000,790,en,9.194572,21378361.0,6.4,318.0,0.00575632648543
1094,Escape from New York,6000000,1103,en,10.124544,50244700.0,6.9,720.0,0.0127123631537
1095,The Howling,1000000,11298,en,6.715512,17985893.0,6.4,165.0,0.0444807335734
1100,Monty Python and the Holy Grail,400000,762,en,10.43389,5028948.0,7.8,1742.0,0.096788212657
1128,Bad Moon,7000000,49763,en,2.661026,1100000.0,5.7,33.0,0.000143701632624
1135,Delicatessen,4000000,892,fr,12.565447,1794187.0,7.4,320.0,0.00218698498793
1142,The English Patient,27000000,409,en,15.564161,231976425.0,7.0,559.0,0.0240202676505
1144,My Left Foot: The Story of Christy Brown,645180,10161,en,5.841931,14743391.0,7.5,208.0,0.000948765024077
1147,Strictly Ballroom,3000000,10409,en,3.233531,33946224.0,6.2,83.0,0.00414781132713
1150,Madonna: Truth or Dare,4,10174,en,1.325299,29.0,6.3,32.0,0.462884187698
1151,Paris is Burning,500000,31225,en,4.101295,3779620.0,8.2,67.0,0.0381233505905
1152,One Flew Over the Cuckoo's Nest,3000000,510,en,35.529554,108981275.0,8.3,3001.0,0.114452064037
1154,The Empire Strikes Back,18000000,1891,en,19.470959,538400000.0,8.2,5998.0,0.0033103232272
1155,The Princess Bride,16000000,2493,en,15.15267,30857814.0,7.6,1518.0,0.00721277482808
1156,Raiders of the Lost Ark,18000000,85,en,19.901576,389925971.0,7.7,3949.0,0.122310593724
1158,Aliens,18500000,679,en,21.761179,183316455.0,7.7,3282.0,0.0076186680235
1159,"The Good, the Bad and the Ugly",1200000,429,it,16.788787,6000000.0,8.1,2371.0,0.0120342671871
1161,12 Angry Men,350000,389,en,16.503959,1000000.0,8.2,2130.0,0.00268121017143
1162,Lawrence of Arabia,15000000,947,en,10.893332,69995385.0,7.8,870.0,0.00368819292635
1163,A Clockwork Orange,2200000,185,en,17.112594,26589000.0,8.0,3432.0,0.0608179159462
1164,To Kill a Mockingbird,2000000,595,en,14.284787,13129846.0,7.9,676.0,0.000744817079976
1165,Apocalypse Now,31500000,28,en,13.5963,89460381.0,8.0,2112.0,0.0243126731366
1166,Once Upon a Time in the West,5000000,335,it,15.589351,5321508.0,8.1,1160.0,0.073384359479
1167,Return of the Jedi,32350000,1892,en,14.586087,572700000.0,7.9,4763.0,0.0289828050882
1168,Wings of Desire,2500000,144,de,6.357321,3200000.0,7.5,256.0,0.0104375584051
1170,GoodFellas,25000000,769,en,15.424092,46836394.0,8.2,3211.0,0.000371598289348
1171,Alien,11000000,348,en,23.37742,104931801.0,7.9,4564.0,0.00168249628041
1174,Ran,11500000,11645,ja,12.250232,4069653.0,7.9,349.0,0.017387278378
1176,Psycho,806948,539,en,36.826309,32000000.0,8.3,2405.0,0.0529255792499
1177,The Blues Brothers,27000000,525,en,10.076901,115229890.0,7.5,1092.0,0.00332773756236
1178,The Godfather: Part II,13000000,240,en,36.629307,47542841.0,8.3,3418.0,0.00384781323373
1179,Full Metal Jacket,17000000,600,en,13.94148,46357676.0,7.9,2595.0,0.000433249311754
1182,Amadeus,18000000,279,en,12.677592,51973029.0,7.8,1107.0,0.0145819485188
1185,Raging Bull,18000000,1578,en,8.868558,23000000.0,7.7,968.0,0.00331372302026
1186,Annie Hall,4000000,703,en,18.146043,38251425.0,7.8,1044.0,0.0352936647832
1187,The Right Stuff,27000000,9549,en,14.902397,21500000.0,7.4,241.0,0.0235019475222
1189,Das Boot,14000000,387,de,8.80338,85000000.0,7.9,623.0,0.0015968446387
1190,The Sting,5500000,9277,en,12.016821,159616327.0,7.9,639.0,0.0383667722344
1195,The Terminator,6400000,218,en,19.293562,78371200.0,7.4,4208.0,0.0234450865537
1196,Braindead,3000000,763,en,13.645568,242623.0,7.4,388.0,0.0270484890789
1197,Glory,18000000,9665,en,7.521346,26828365.0,7.4,391.0,0.00102214375511
1200,Miller's Crossing,14000000,379,en,7.495853,5080409.0,7.5,431.0,0.00377108110115
1201,Dead Poets Society,16400000,207,en,19.905716,235860116.0,8.1,2786.0,0.0013860076433
1202,The Graduate,3000000,37247,en,12.057829,104945305.0,7.6,855.0,0.0585994571447
1203,Touch of Evil,829000,1480,en,9.665347,2247465.0,7.6,292.0,0.0837287306786
1205,The Bridge on the River Kwai,3000000,826,en,8.851646,27200000.0,7.7,554.0,0.0134231699631
1207,Chinatown,6000000,829,en,12.29227,30000000.0,7.9,939.0,0.000423909572419
1209,The Treasure of the Sierra Madre,3800000,3090,en,8.070589,4307000.0,7.9,285.0,0.00519204232842
1213,The Shining,19000000,694,en,19.611589,44017374.0,8.1,3890.0,0.0170604232699
1214,Stand by Me,8000000,235,en,15.206957,52287414.0,7.8,1568.0,0.000411743676523
1216,Evil Dead II,3600000,765,en,13.520764,5923044.0,7.5,760.0,0.000785946438555
1217,The Great Escape,4000000,5925,en,14.384114,11744471.0,7.8,731.0,0.00129339192063
1218,The Deer Hunter,15000000,11778,en,7.729445,50000000.0,7.8,943.0,0.010121813044
1220,Groundhog Day,14600000,137,en,12.989627,70906973.0,7.4,2358.0,0.0266004037112
1221,Unforgiven,14000000,33,en,10.942149,159157447.0,7.7,1133.0,0.0996096730232
1222,The Manchurian Candidate,80000000,982,en,7.991677,96105910.0,7.7,188.0,0.00891180895269
1225,Back to the Future,19000000,105,en,25.778509,381109762.0,8.0,6239.0,0.00755259674042
1226,Fried Green Tomatoes,11000000,1633,en,6.584254,119418501.0,7.6,298.0,0.00725463777781
1227,Patton,12000000,11202,en,14.382289,89800000.0,7.3,327.0,0.00221387809142
1229,Akira,8000000,149,ja,10.888917,553171.0,7.8,792.0,0.00380188203417
1230,Highlander,16000000,8009,en,16.870392,5900000.0,6.8,642.0,0.00421161064878
1231,Cool Hand Luke,3000000,903,en,9.718713,16217773.0,7.7,390.0,7.29300372768e-05
1233,Young Frankenstein,2800000,3034,en,9.339316,86273333.0,7.7,880.0,0.00826064124703
1234,Night on Earth,3500000,339,en,8.291886,2015810.0,7.5,165.0,0.0128381000832
1236,The Great Dictator,2000000,914,en,9.241748,11000000.0,8.1,756.0,0.009541942738
1237,Fantasia,2280000,756,en,8.03796,83320000.0,7.2,831.0,0.00114439369645
1238,High Noon,730000,288,en,16.715935,8000000.0,7.6,343.0,0.0408786982298
1242,Ben-Hur,15000000,665,en,14.319743,146900000.0,7.5,660.0,2.59409466707e-06
1243,This Is Spinal Tap,2500000,11031,en,13.981499,4736202.0,7.6,413.0,0.00105210742913
1246,Indiana Jones and the Last Crusade,48000000,89,en,14.788987,474171806.0,7.6,3221.0,0.00650607887655
1248,Gandhi,22000000,783,en,12.383755,77737889.0,7.4,730.0,0.0550799146295
1249,The Unbearable Lightness of Being,17000000,10644,en,6.815147,10006806.0,7.0,89.0,0.0954288542271
1250,A Room with a View,3000000,11257,en,6.175166,20966644.0,6.9,164.0,7.17480361345e-05
1252,Pink Floyd: The Wall,12000000,12104,en,6.773407,22244207.0,7.7,363.0,0.0438576638699
1253,The Killing Fields,14400000,625,en,11.460364,34700291.0,7.5,180.0,0.00193853338715
1255,Forbidden Planet,1900000,830,en,6.379966,3250000.0,7.2,238.0,0.0234363842756
1258,Butch Cassidy and the Sundance Kid,6000000,642,en,6.714577,102308889.0,7.4,659.0,0.00313842180185
1259,"Paris, Texas",1746964,655,en,11.635837,2181987.0,7.7,282.0,9.12191462703e-05
1261,When Harry Met Sally...,16000000,639,en,8.34322,92823546.0,7.3,974.0,0.0093007190153
1273,Alien³,50000000,8077,en,17.126768,159773545.0,6.2,1664.0,0.000184919394087
1274,An American Werewolf in London,10000000,814,en,13.390802,31973249.0,7.2,571.0,0.0306710656732
1286,The Birds,2500000,571,en,11.591462,11403529.0,7.3,959.0,0.00143519241828
1291,Dracula,40000000,6114,en,16.777675,215862692.0,7.1,1087.0,0.00452516367659
1294,Candyman,6000000,9529,en,12.721362,25792310.0,6.2,303.0,0.00102686090395
1295,Cape Fear,35000000,1598,en,10.302735,182300000.0,7.0,692.0,0.0657245516777
1297,Carrie,1800000,7340,en,9.277692,33800000.0,7.0,977.0,0.0011357361218
1299,A Nightmare on Elm Street,1800000,377,en,13.694713,25504513.0,7.2,1212.0,0.26492279768
1302,The Omen,2800000,794,en,16.641277,60922980.0,7.2,485.0,0.057702306658
1308,Star Trek: First Contact,46000000,199,en,8.808497,150000000.0,7.0,671.0,0.000693542999215
1310,Sling Blade,1000000,12498,en,9.475693,24444121.0,7.4,236.0,0.00291457166895
1311,Jingle All the Way,60000000,9279,en,7.898202,129832389.0,5.5,583.0,0.0166107024997
1314,The Preacher's Wife,40000000,21539,en,4.182641,48093211.0,5.4,55.0,0.0010596041102
1316,Ridicule,3000000,12709,en,10.879283,2503829.0,7.4,30.0,0.0386783182621
1318,101 Dalmatians,54000000,11674,en,11.470748,320689294.0,5.6,722.0,0.00582618173212
1321,Die Hard 2,70000000,1573,en,18.785984,240031094.0,6.6,1920.0,0.0105223320425
1322,Star Trek: The Motion Picture,35000000,152,en,8.277765,139000000.0,6.2,541.0,6.82138779666e-05
1323,Star Trek VI: The Undiscovered Country,27000000,174,en,5.90057,96900000.0,6.7,421.0,0.000744813878555
1324,Star Trek V: The Final Frontier,30000000,172,en,12.308007,70200000.0,5.6,384.0,0.104223869741
1325,Star Trek II: The Wrath of Khan,12000000,154,en,7.160236,96800000.0,7.3,688.0,0.00190969428513
1326,Star Trek III: The Search for Spock,18000000,157,en,6.197298,87000000.0,6.4,443.0,0.00151534611359
1327,Star Trek IV: The Voyage Home,24000000,168,en,12.596956,133000000.0,6.9,490.0,0.0781620591879
1328,Batman Returns,80000000,364,en,15.001681,280000000.0,6.6,1706.0,0.00451875384897
1329,Young Guns,13000000,11967,en,9.905174,44726644.0,6.6,262.0,0.00834498368204
1331,Grease,6000000,621,en,7.854899,181813770.0,7.2,1633.0,0.00253685796633
1332,Grease 2,13200000,9037,en,14.202364,15171476.0,4.9,185.0,0.0114725977182
1333,Marked for Death,12000000,10173,en,5.845712,46044400.0,5.6,100.0,0.0209547970444
1336,Under Siege,35000000,8845,en,9.918269,156563139.0,6.1,405.0,0.00235222349875
1338,Jaws,7000000,578,en,19.726114,470654000.0,7.5,2628.0,0.00694429548457
1339,Jaws 2,20000000,579,en,11.21306,187884007.0,5.9,412.0,0.0383821725845
1340,Jaws 3-D,20500000,17692,en,16.603041,87987055.0,4.2,266.0,0.00286261714064
1342,Mars Attacks!,70000000,75,en,15.63424,101371017.0,6.1,1544.0,0.0250172857195
1343,Citizen Ruth,3000000,13891,en,2.225234,153155.0,6.8,27.0,0.0486672334373
1344,Jerry Maguire,50000000,9390,en,11.807601,273552592.0,6.7,941.0,0.011958877556
1345,Raising Arizona,6000000,378,en,14.011415,29180280.0,7.2,548.0,0.0339551307261
1350,Marvin's Room,23000000,9819,en,5.307984,12803305.0,6.6,130.0,0.000303995067952
1356,Scream,14000000,4232,en,13.326443,173046663.0,7.0,1520.0,0.000476222747238
1357,The Last of the Mohicans,40000000,9361,en,15.228794,75505856.0,7.1,747.0,0.0222166478634
1365,Evita,55000000,8818,en,6.709803,141047179.0,5.9,122.0,0.0321396924555
1374,Turbulence,55000000,34314,en,5.304043,11466088.0,5.2,63.0,0.0157821904868
1379,Metro,55000000,8860,en,10.519481,31987563.0,5.3,136.0,0.00476990407333
1383,Dante's Peak,116000000,9619,en,7.240753,178127760.0,5.8,445.0,0.00200540898368
1387,Prefontaine,8000000,26306,en,2.93818,589304.0,6.7,21.0,0.0291177853942
1402,Absolute Power,50000000,66,en,7.66124,50068310.0,6.4,226.0,0.00309585779905
1404,Vegas Vacation,25000000,11419,en,9.304901,36400360.0,6.0,175.0,0.000928525580093
1407,Lost Highway,15000000,638,en,8.449722,3675201.0,7.5,572.0,0.114080831409
1408,Rosewood,30000000,25624,en,2.899809,13130349.0,6.7,31.0,0.0301809180528
1409,Donnie Brasco,35000000,9366,en,12.201954,41954997.0,7.4,1175.0,0.00471638143063
1417,Kama Sutra - A Tale of Love,3000000,28005,en,7.124652,4109095.0,5.7,36.0,0.000909473572392
1418,Private Parts,28000000,9403,en,10.928417,41230799.0,6.7,106.0,0.142622873187
1420,The Saint,68000000,10003,en,10.97633,118063304.0,5.9,310.0,0.000860092171934
1425,Liar Liar,45000000,1624,en,10.102471,302710615.0,6.4,1456.0,0.0127659039572
1427,Selena,20000000,16052,en,7.390306,60000000.0,7.1,115.0,0.00104872288648
1428,The Devil's Own,90000000,4477,en,10.675073,140807547.0,5.9,300.0,0.00829184893519
1429,Cats Don't Dance,32000000,24662,en,3.406836,3566637.0,7.1,25.0,0.0406405478716
1432,Turbo: A Power Rangers Movie,10000000,6499,en,5.436745,17979739.0,4.6,60.0,0.00127160432748
1433,Anna Karenina,35000000,50512,en,5.660835,791830.0,6.4,26.0,0.0626956671476
1436,Anaconda,45000000,9360,en,14.386089,136885767.0,4.8,624.0,0.083826713264
1451,Austin Powers: International Man of Mystery,16500000,816,en,11.749159,67683989.0,6.5,1033.0,0.0512535646558
1452,Breakdown,36000000,2163,en,7.926621,50159144.0,6.6,202.0,0.107640370727
1460,The Fifth Element,90000000,18,en,24.30526,263920180.0,7.3,3962.0,0.00134205759969
1467,Love! Valour! Compassion!,2000000,64802,de,1.7442,2900000.0,5.7,10.0,0.000185000884812
1474,The Lost World: Jurassic Park,73000000,330,en,0.788123,229074524.0,6.2,2528.0,0.00539252860472
1482,Con Air,75000000,1701,en,11.545982,224012234.0,6.5,1289.0,0.0231538955122
1486,Speed 2: Cruise Control,160000000,1639,en,11.268531,164508066.0,4.1,439.0,0.0731790810823
1487,Squeeze,500000,49235,en,0.321515,10300.0,6.0,1.0,0.00104453135282
1491,Batman & Robin,125000000,415,en,17.038824,238207122.0,4.2,1447.0,0.0196108594537
1495,Hercules,85000000,11970,en,14.048694,252712101.0,7.3,1741.0,0.124464377761
1498,My Best Friend's Wedding,38000000,8874,en,4.678572,299288605.0,6.4,606.0,0.00648439163342
1501,Contempt,900000,266,fr,7.543337,528428.0,7.5,138.0,0.304121643305
1502,Face/Off,80000000,754,en,11.467391,245676146.0,6.8,1612.0,0.000177809721208
1508,Men in Black,90000000,607,en,15.781024,589390539.0,6.9,4521.0,0.000303960550809
1511,A Simple Wish,28000000,17834,en,3.354869,8345056.0,5.5,46.0,0.00465789902955
1512,Contact,90000000,686,en,14.374866,171120329.0,7.2,1338.0,0.00119041732978
1514,G.I. Jane,50000000,4421,en,9.37934,48169156.0,6.0,404.0,0.0151084326208
1515,Conan the Barbarian,20000000,9387,en,10.52008,79114085.0,6.6,663.0,0.0248634424061
1517,Cop Land,15000000,2142,en,9.15931,44862187.0,6.6,384.0,0.000144229052239
